SampleSiteID,SampleSiteCode,Site_Veg,Needles,Genus,LMA_gm2,LWA_gm2,LWC_%,d15N,d13C,N_weight_percent,C_weight_percent,CN,1C,8P,8U,Al,As,Co,Cr,Cu,Mo,Na,Ni,Se,Si,Sr,Zn
408,408-ER18,Meadow,False,,60.72500431411765,169.50460419357975,73.21764705882353,1.37,-26.5,3.17,41.43,15.241340955734028,429.2345679012345,37.456790123456784,-29.358024691358022,33488.39506172839,305.72839506172835,80.98765432098766,432.2716049382715,9196.148148148146,1039.679012345679,,1632.9135802469134,319.90123456790127,28983.45679012345,39137.28395061728,30076.790123456798
409,409-ER18,Meadow,False,,61.03580562761905,156.10855524102615,70.82857142857142,0.12,-25.93,3.02,43.64,16.85176159425616,188.12967581047383,49.07730673316708,-29.650872817955108,44506.9825436409,232.0947630922693,71.571072319202,372.1695760598504,7307.4064837905225,817.9551122194514,,2936.45885286783,452.94264339152113,26491.52119700748,46071.321695760584,31204.987531172064
410,410-ER18,Meadow,False,,54.09162671925,178.38368243224403,76.6925,0.46,-25.97,3.49,43.68,14.595692670692415,1305.925925925926,92.12345679012344,-29.358024691358022,41516.29629629629,175.13580246913574,23.28395061728395,411.01234567901236,10771.358024691357,357.358024691358,,1225.9506172839506,507.18518518518516,27262.469135802465,68738.27160493827,33468.148148148146
411,411-ER18,Meadow,False,,52.91601147812499,173.8613375724086,76.26875,0.06,-26.69,3.18,42.93,15.743499546237938,281.81141439205965,28.486352357320104,-29.50372208436725,35496.029776674935,228.90818858560797,73.25062034739454,263.4987593052109,5364.590570719603,1411.0918114143924,,2054.069478908189,238.0645161290323,28740.69478908189,135920.59553349874,45466.253101736984
412,412-ER18,Meadow,False,,53.94919668125,132.9403782513309,70.9125,0.25,-26.44,3.29,43.9,15.560950806705968,50.74257425742576,37.54950495049505,-29.43069306930693,20388.366336633666,209.05940594059402,98.44059405940595,352.15346534653463,6867.500000000001,344.0346534653466,,3821.9306930693074,-83.21782178217822,29319.0594059406,70948.26732673268,34464.356435643575
413,413-ER18,Meadow,False,,63.64853162027777,123.67928951464508,63.55833333333333,0.03,-27.17,2.3,42.81,21.706254929933856,182.9072681704261,95.5639097744361,-29.79949874686717,164000.0,246.61654135338352,95.5639097744361,426.4411027568923,6900.125313283209,191.1278195488722,,3495.789473684211,213.73433583959903,28535.58897243108,43178.446115288236,38821.55388471178
414,414-ER18,Meadow,False,,56.88601977406249,136.98249571722712,70.015625,-0.54,-26.78,2.72,45.51,19.512164061799798,169.06172839506172,106.29629629629628,-24.29629629629629,69801.23456790124,230.8148148148148,113.38271604938272,580.074074074074,6021.432098765434,1345.4074074074076,,1884.9876543209875,-48.592592592592595,25855.308641975298,41779.50617283951,62957.777777777774
415,415-ER18,Meadow,False,,68.15153493027778,181.14940139672115,72.16944444444445,-0.48,-27.13,2.86,42.54,17.34598473703605,1891.061728395062,68.83950617283949,-29.358024691358022,61520.246913580246,200.44444444444446,210.5679012345679,346.22222222222223,7119.827160493827,1621.7777777777776,,2849.753086419752,-9.111111111111118,35472.592592592584,48167.4074074074,34095.8024691358
416,416-ER18,Meadow,False,,61.01849508342106,172.46242172477753,73.41315789473684,-0.43,-27.03,2.59,41.23,18.56440687234063,1279.077306733167,40.897755610972574,-29.650872817955108,38515.46134663342,253.56608478802997,95.08728179551123,368.07980049875306,6442.418952618454,713.6658354114712,,4516.134663341645,707.5311720698253,31389.027431421444,40539.90024937655,29589.52618453865
417,417-ER18,Meadow,False,,64.02427633441177,125.69054904148919,66.37941176470588,0.02,-26.68,3.14,44.54,16.542002118174988,1139.9012345679014,78.96296296296295,-29.358024691358022,101639.50617283954,222.716049382716,100.22222222222223,430.2469135802469,6233.0123456790125,442.39506172839515,,2076.320987654321,311.8024691358025,35624.44444444444,26159.012345679013,41060.74074074074
418,418-ER18,Meadow,False,,52.784393134736845,178.6084087478889,77.4421052631579,2.04,-24.75,3.25,46.34,16.628006130431135,1705.9653465346537,90.32178217821784,-29.43069306930693,56273.51485148517,142.0792079207921,18.267326732673272,323.7376237623763,9810.569306930693,23.34158415841584,,927.5742574257426,228.34158415841583,23148.762376237617,34657.17821782178,40918.81188118812
419,419-ER18,Meadow,False,,50.74378506800001,176.91818180979033,77.75,2.2,-24.56,3.2,43.91,16.002246876743236,1477.0123456790125,111.358024691358,-29.358024691358022,60143.45679012345,146.7901234567901,15.185185185185185,368.49382716049377,10356.296296296296,209.55555555555557,,785.5802469135804,220.6913580246914,28284.938271604937,33812.34567901234,45413.82716049382
420,420-ER18,Meadow,False,,61.911808271666665,118.73556256079537,65.82777777777778,0.93,-26.43,2.29,41.7,21.235773284105516,387.72839506172835,113.38271604938272,-29.358024691358022,25895.8024691358,156.91358024691357,40.49382716049383,500.09876543209884,7041.876543209875,1077.1358024691358,,3210.1481481481483,518.320987654321,51913.08641975308,15650.864197530864,27080.24691358025
421,421-ER18,Meadow,False,,62.03841255416666,155.71401186044915,69.86944444444444,-0.12,-27.05,2.39,45.47,22.186794494574272,1790.299251870324,220.84788029925187,-29.650872817955108,94075.06234413967,301.62094763092273,381.37157107231917,369.1022443890274,8130.473815461345,246.4089775561097,,4778.902743142145,543.9401496259352,30530.174563591027,25152.11970074813,53524.937655860354
422,422-ER18,Meadow,False,,97.427543235625,364.9816900848766,76.2875,0.8,-26.86,3.09,43.95,16.587002398589416,292.56281407035175,65.92964824120604,-29.874371859296488,56143.216080402024,195.72864321608043,129.7989949748744,808.6683417085428,7036.959798994975,761.2814070351759,,5407.261306532663,-24.723618090452263,28772.110552763817,62828.894472361826,31718.341708542714
423,423-ER18,Meadow,False,,60.30855038470589,158.5223125964135,72.34117647058824,-0.48,-26.62,2.52,43.85,20.292547181144432,313.65,21.525,-29.725,29807.0,247.025,79.95,276.75,6088.5,958.375,,1626.6749999999995,221.4,26424.5,43296.0,34040.25
424,424-ER18,PotFru,False,Pentaphylloides,74.7,116.37541428141009,60.9,0.18,-25.9,2.9,45.17,18.164339067779505,32.395061728395056,305.72839506172835,-20.246913580246915,107713.5802469136,125.53086419753085,51.62962962962962,317.87654320987656,6698.691358024693,125.53086419753085,,810.8888888888888,124.51851851851852,22838.518518518515,59232.34567901233,41718.76543209877
425,425-ER18,planifolia,False,Salix,58.5,105.69914149429208,64.4,-0.11,-27.28,3.4,47.07,16.14480443663224,5511.209876543209,32.395061728395056,-29.358024691358022,24680.987654320987,86.04938271604937,558.8148148148148,195.3827160493827,7599.679012345678,338.12345679012344,,2367.876543209876,-28.345679012345677,23881.23456790123,24255.8024691358,86788.3950617284
426,426-ER18,boothii,False,Salix,61.2,120.78470104843207,66.4,-0.88,-27.57,3.98,48.97,14.348765545863984,5131.7468354430375,126.63291139240505,-24.91139240506329,61001.772151898724,119.36708860759492,488.8860759493671,278.17721518987344,8921.392405063292,363.2911392405063,,1478.0759493670887,616.5569620253164,25897.468354430377,94974.68354430381,200744.30379746837
427,427-ER18,Gooseberry,False,Ribes,60.2,109.18389984756716,64.5,1.11,-26.66,2.99,50.5,19.69643817874435,43.53086419753086,485.9259259259259,-16.197530864197528,280217.2839506173,263.20987654320993,94.14814814814815,779.5061728395061,4602.123456790124,317.87654320987656,,1927.5061728395056,-56.691358024691354,30188.14814814815,42862.71604938272,14840.987654320988
428,428-ER18,Raspberry,False,Rubus,57.1,91.36387794528291,61.5,-0.49,-27.31,2.84,43.28,17.772004704256076,323.030303030303,174.97474747474752,-21.742424242424246,142154.0404040404,128.38383838383837,36.237373737373744,1007.3989898989897,6156.212121212122,2629.79797979798,,1360.4545454545455,325.1010101010101,26629.29292929293,42521.969696969696,67898.48484848482
429,429-ER18,Juniper,True,Juniperus,178.9,183.0930425708627,50.6,0.38,-24.25,1.87,44.23,27.583085162610576,414.15189873417734,,-30.10126582278481,21288.86075949367,65.39240506329114,93.41772151898735,146.35443037974682,4252.582278481013,305.1645569620253,,6340.987341772152,279.2151898734177,16669.873417721516,28170.632911392404,21859.74683544304
430,430-ER18,SorSco,False,Sorbus,68.9,134.6084774365018,66.1,-0.44,-25.59,3.33,46.32,16.22153039665757,103.25925925925924,77.95061728395059,-29.358024691358022,43854.81481481482,80.98765432098766,37.456790123456784,161.97530864197532,7229.160493827159,702.5679012345677,,4848.123456790123,227.77777777777774,21259.25925925926,71977.77777777777,24994.814814814814
431,431-ER18,boothii,False,Salix,59.5,110.1179870523297,64.9,-0.98,-26.05,3.06,47.56,18.125413663013223,5886.942355889727,32.88220551378447,-29.79949874686717,31104.51127819549,70.90225563909776,478.84711779448634,193.1829573934837,6376.065162907269,59.59899749373434,,2023.28320802005,71.9298245614035,24188.97243107769,38544.11027568922,90795.98997493734
432,432-ER18,DisInv,False,Distegia,51.2,120.11855596915879,70.1,-2.66,-26.65,2.47,42.02,19.839311768868438,335.82914572864325,65.92964824120604,-29.874371859296488,50776.13065326633,121.55778894472364,20.603015075376888,165.85427135678395,5503.0653266331665,116.4070351758794,,2418.7939698492464,455.32663316582915,23497.738693467334,36426.13065326634,49303.01507537688
433,433-ER18,Gooseberry,False,Ribes,56.5,99.1637898731057,63.7,1.02,-26.56,3.45,47.16,15.941243984982952,14.172839506172838,495.03703703703695,-21.259259259259263,148713.5802469136,231.82716049382717,51.62962962962962,485.9259259259259,3762.888888888888,548.6913580246913,,1397.0370370370367,888.8395061728394,27829.38271604938,44796.29629629629,17351.604938271605
434,434-ER18,Engelmann,True,Picea,404.1,338.37034512558046,45.6,1.17,-24.66,0.83,44.48,62.496283785512134,41.0,,-29.725,47231.99999999999,69.7,16.4,102.5,1367.35,-41.0,,1408.35,-94.3,34122.249999999985,47385.74999999999,37063.999999999985
435,435-ER18,SubFir,True,Abies,340.2,291.65191566359846,46.2,0.44,-24.69,1.07,46.46,50.63641321690651,26.987341772151893,13.493670886075947,-30.10126582278481,430240.5063291139,56.050632911392384,24.91139240506329,94.45569620253164,1572.5316455696204,-43.59493670886077,,872.9367088607594,-156.73417721518985,19700.759493670892,16119.746835443037,30620.25316455696
436,436-ER18,Aspen,False,Populus,92.1,117.49688586096842,56.0,3.17,-26.21,2.8,48.65,20.262467008584014,833.1930693069307,17.252475247524757,-29.43069306930693,24711.633663366338,66.98019801980199,559.1831683168318,290.24752475247533,4462.301980198021,16.237623762376238,,548.0198019801979,-153.24257425742576,27208.168316831685,24813.11881188119,75596.28712871287
437,437-ER18,Engelmann,True,Picea,427.2,350.5779055960434,45.1,-0.36,-25.78,0.92,44.2,56.02759097775498,160.9629629629629,,-29.358024691358022,18576.54320987654,68.83950617283949,5.061728395061729,43.53086419753086,1371.7283950617282,-2.024691358024693,,477.8271604938272,58.71604938271604,26189.382716049386,127960.4938271605,39937.03703703704
438,438-ER18,Engelmann,True,Picea,380.4,285.4264133927061,42.9,-2.1,-24.7,0.93,45.93,57.59449893737223,28.415841584158414,,-29.43069306930693,15253.21782178218,84.23267326732675,13.193069306930695,81.1881188118812,1648.1188118811883,-4.059405940594063,,346.0643564356436,236.460396039604,54710.64356435643,98146.28712871287,22854.455445544554
439,439-ER18,planifolia,False,Salix,80.5,,,-2.23,-28.06,2.29,46.85,23.85841674725044,4334.285714285715,57.54385964912282,-29.79949874686717,19575.187969924817,408.9724310776943,1451.9548872180453,107.89473684210527,3972.581453634085,270.2506265664161,,4760.726817042607,550.7769423558898,27066.165413533843,17417.293233082706,102150.62656641603
440,440-ER18,Alder,False,Alnus,64.3,,,-0.98,-28.28,3.11,49.98,18.741457837822367,,86.04938271604937,-29.358024691358022,25541.481481481478,65.80246913580247,64.79012345679013,675.2345679012346,8020.814814814815,57.7037037037037,,2706.0,,22879.01234567901,48896.29629629629,42771.6049382716
441,441-ER18,boothii,False,Salix,77.5,,,-0.8,-26.72,2.76,45.41,19.18712599019497,5656.347607052897,27.884130982367765,-29.949622166246854,21295.214105793453,68.16120906801007,699.168765743073,168.33753148614608,3893.4508816120897,42.342569269521405,,2289.596977329975,40.277078085642316,24372.795969773302,61541.30982367759,50480.60453400504
442,442-ER18,geyer,False,Salix,65.1,,,-0.68,-26.69,2.65,47.77,21.022137619113526,9163.753086419752,54.66666666666666,-29.358024691358022,31737.037037037036,74.91358024691357,997.1604938271604,272.32098765432096,5519.308641975309,132.6172839506173,,3129.160493827161,17.20987654320989,26756.29629629629,47661.23456790123,107511.11111111114
443,443-ER18,geyer,False,Salix,78.0,,,-1.55,-26.52,2.74,48.12,20.480594705730454,7371.717171717171,89.04040404040403,-30.025252525252533,33866.41414141415,90.07575757575756,558.0555555555555,205.0,4127.954545454545,199.8232323232323,,1440.1767676767677,-156.33838383838383,24175.50505050505,50494.19191919192,75818.93939393938
444,444-ER18,wolfii,False,Salix,90.6,,,1.1,-26.33,2.36,40.67,20.096928014610704,1077.394540942928,132.25806451612902,-29.50372208436725,60523.325062034746,108.85856079404469,235.0124069478909,377.44416873449137,4927.12158808933,207.5434243176179,,1938.0893300248144,37.642679900744426,22392.30769230769,39209.42928039702,89966.00496277917
445,445-ER18,wolfii,False,Salix,83.7,,,0.16,-27.1,2.46,45.51,21.574425304103844,896.9382716049382,75.92592592592591,-29.358024691358022,35685.18518518518,112.37037037037035,236.88888888888889,287.5061728395061,4431.0370370370365,212.59259259259258,,3027.925925925925,204.49382716049382,25895.8024691358,32334.320987654315,99969.13580246911
446,446-ER18,wolfii,False,Salix,79.1,,,0.01,-26.63,2.67,46.46,20.292495184303363,1394.813895781638,153.62282878411912,-24.41687344913152,75163.27543424319,154.64019851116626,366.25310173697267,419.1563275434243,5634.193548387098,124.11910669975187,,3062.2828784119106,135.3101736972705,27102.729528535983,45639.20595533499,146196.02977667493
447,447-ER18,planifolia,False,Salix,83.2,,,-2.24,-28.28,2.6,43.51,19.51565997882657,4488.740740740741,310.7901234567901,-29.358024691358022,12674.567901234563,75.92592592592591,139.7037037037037,196.39506172839504,5147.777777777777,25.30864197530863,,756.2222222222223,464.6666666666666,22251.35802469136,29600.987654320987,430753.086419753
448,448-ER18,planifolia,False,Salix,73.1,,,-0.17,-27.25,2.96,47.93,18.883531863142753,1220.8663366336634,246.60891089108912,-29.43069306930693,15324.257425742575,85.24752475247526,308.5148514851485,215.14851485148517,5570.519801980199,,,404.9257425742575,526.7079207920791,26335.39603960396,33845.297029702975,89834.65346534655
449,449-ER18,CarSp,False,Carex,72.62755526,130.12917086390257,67.9,4.27,-26.37,2.37,44.59,21.94101093191904,65.6,770.8,-29.725,2298.05,124.025,47.15,226.525,7927.3499999999985,678.5499999999997,,493.025,1797.85,49435.74999999999,22683.25,93828.5
450,450-ER18,planifolia,False,Salix,76.1,,,,,,,,2335.481481481481,2566.296296296296,-29.358024691358022,97195.30864197534,79.9753086419753,199.4320987654321,178.17283950617283,5072.864197530863,-44.543209876543216,,1335.2839506172838,-2.024691358024693,23324.444444444438,31281.481481481474,338325.9259259259
451,451-ER18,planifolia,False,Salix,78.5,,,-4.57,-27.09,2.59,46.29,20.842745431012556,1147.9999999999998,946.5432098765433,-29.358024691358022,52540.740740740745,70.86419753086419,175.13580246913574,181.20987654320987,5886.79012345679,-31.38271604938273,,682.320987654321,41.50617283950618,24670.864197530864,23800.24691358025,215022.22222222228
452,452-ER18,CalStr,False,Calamagrostis,70.90407749,125.2128618651708,66.95,-0.39,-26.38,2.51,45.23,21.01456350822907,140.71604938271605,1414.2469135802469,-29.358024691358022,5206.493827160493,122.49382716049381,,311.80246913580237,7015.555555555556,454.54320987654313,,515.2839506172841,236.88888888888889,47954.8148148148,14972.592592592593,60396.54320987653
453,453-ER18,CarAqu,False,Carex,63.99132017,124.31444241316271,64.6,-0.11,-27.58,3.09,46.86,17.685254434536972,65.80246913580247,8779.061728395061,-29.358024691358022,17199.75308641975,107.30864197530865,,136.66666666666666,6378.79012345679,76.93827160493825,,855.4320987654319,648.9135802469135,40463.456790123455,4332.83950617284,181209.87654320983
454,454-ER18,geyer,False,Salix,85.2,,,2.65,-26.65,2.77,45.57,19.18521926252341,7096.5432098765405,209.55555555555557,-29.358024691358022,37335.30864197531,77.95061728395059,345.2098765432098,250.04938271604942,4083.8024691358014,29.35802469135802,,2638.1728395061723,278.39506172839504,22909.38271604938,28031.85185185185,191839.5061728395
455,455-ER18,geyer,False,Salix,83.5,,,0.91,-27.72,2.64,46.87,20.704203808422335,13151.13924050633,280.253164556962,-30.10126582278481,45722.784810126584,71.62025316455697,525.2151898734177,297.8987341772152,4983.316455696203,14.531645569620249,,2182.860759493671,588.5316455696203,26707.088607594942,43273.16455696203,318346.8354430379
456,456-ER18,geyer,False,Salix,66.9,,,3.75,-27.26,3.46,49.67,16.741160831976845,5212.277227722772,151.2128712871287,-29.43069306930693,44724.50495049505,166.43564356435647,563.2425742574258,217.17821782178214,2612.227722772277,64.95049504950497,,1585.1980198019805,39.57920792079209,27837.37623762376,35631.43564356436,158012.37623762374
457,457-ER18,Meadow,False,,,,,,,,,,310.7901234567901,1965.9753086419755,-19.23456790123457,179286.4197530864,304.71604938271605,72.8888888888889,1690.6172839506173,3274.9382716049377,300.66666666666663,,1111.5555555555554,287.5061728395063,43551.11111111112,29459.259259259263,135148.14814814815
458,458-ER18,geyer,False,Salix,85.6,,,1.73,-27.46,3.1,48.32,18.17744081419874,2090.4810126582283,180.60759493670884,-53.97468354430379,110440.50632911395,262.60759493670884,380.9367088607595,922.759493670886,6349.291139240507,87.18987341772151,,1036.9367088607596,-29.063291139240498,38024.126582278484,82903.03797468354,221711.3924050633
459,459-ER18,geyer,False,Salix,83.5,,,1.54,-28.1,3.48,47.9,16.051801367918202,5615.261845386533,231.072319201995,-53.16708229426435,110730.67331670824,553.1421446384038,432.49376558603484,1344.5137157107229,9946.334164588528,207.55610972568576,,1576.6084788029925,-113.49127182044887,41718.77805486285,92848.12967581047,486274.3142144639
460,460-ER18,drumm,False,Salix,89.2,,,0.78,-26.81,3.22,46.55,16.858980995568807,4080.717821782178,133.96039603960395,-65.96534653465346,61378.21782178218,262.84653465346537,125.84158415841586,966.1386138613859,7033.935643564357,312.5742574257426,,903.2178217821784,49.72772277227722,50431.014851485146,110212.87128712868,426643.5643564356
461,461-ER18,Bog Birch,False,Betula,61.0,,,-3.29,-26.94,3.63,50.78,16.313741596938325,591.4249999999997,1251.525,-72.77499999999998,47683.0,,679.5749999999998,850.75,7305.174999999998,-37.92499999999999,,3312.8,36.9,52175.575,10803.499999999998,491692.5
462,462-ER18,Engelmann,True,Picea,334.6,,,-3.08,-24.37,0.86,46.32,62.81127467542991,711.4108910891089,3636.2128712871295,-77.12871287128714,125841.58415841586,,23.34158415841584,727.6485148514853,2036.8069306930695,-104.52970297029701,,681.9801980198023,-29.43069306930693,44778.29207920792,21250.990099009905,267717.82178217825
463,463-ER18,wolfii,False,Salix,82.8,,,-0.51,-27.1,2.12,46.96,25.83210128201725,1899.1604938271607,251.0617283950617,-63.77777777777778,175439.5061728395,297.6296296296296,284.4691358024691,1379.8271604938273,5241.925925925925,13.160493827160506,,1145.9753086419753,82.00000000000001,50053.40740740741,107004.93827160491,378718.51851851854
464,464-ER18,CarUrt,False,Carex,,,,2.83,-25.92,2.1,46.16,25.63386028410381,60.32418952618454,263.79052369077306,-77.70573566084788,47768.57855361597,609.3765586034913,72.5935162094763,1533.6658354114713,9562.917705735661,2220.7481296758106,,1134.9127182044888,248.45386533665837,44806.55860349127,51929.925187032415,168396.50872817953
465,465-ER18,geyer,False,Salix,78.9,,,0.42,-27.36,3.47,47.1,15.82919903144,13754.740740740739,183.2345679012345,-70.86419753086419,102854.3209876543,125.53086419753085,275.35802469135797,1067.0123456790122,9944.27160493827,191.33333333333331,,3879.308641975308,-79.9753086419753,50478.59259259259,107814.8148148148,946644.4444444444
466,466-ER18,drumm,False,Salix,67.7,,,-0.56,-28.26,3.08,44.99,17.034633106908245,4616.296296296297,164.0,-70.86419753086419,98896.04938271604,362.41975308641975,398.8641975308642,1328.1975308641975,8531.037037037036,191.33333333333331,,2951.9999999999995,48.59259259259258,47249.20987654322,82293.58024691357,659644.4444444444
467,467-ER18,drumm,False,Salix,79.9,,,-0.68,-28.53,2.53,44.03,20.295309179354604,6329.057071960297,230.94292803970225,-69.18114143920597,239081.88585607946,694.8635235732012,1132.3325062034742,1306.302729528536,6963.895781637717,213.64764267990074,,4267.86600496278,72.23325062034742,48897.84119106701,57695.037220843675,1041786.6004962779
468,468-ER18,CarLen,False,Carex,,,,2.07,-26.51,2.08,45.5,25.51030019066333,200.4444444444444,84.02469135802468,-76.93827160493827,63443.70370370371,779.5061728395061,215.62962962962962,1240.1234567901233,4227.555555555556,313.8271604938272,,971.8518518518518,1090.2962962962958,38026.740740740745,19325.67901234568,175439.5061728395
469,469-ER18,boothii,False,Salix,91.5,,,4.1,-27.02,2.49,45.21,21.17398823398534,5070.945273631841,182.56218905472642,-77.51243781094526,78185.57213930348,48.95522388059701,311.06965174129346,1147.3880597014925,5640.0497512437805,223.35820895522386,,957.6865671641788,55.07462686567162,43756.79104477613,61714.1791044776,362676.6169154229
470,470-ER18,wolfii,False,Salix,81.0,,,0.25,-26.36,2.16,45.31,24.462893156380005,1118.3663366336636,467.84653465346537,-58.86138613861386,237373.76237623766,119.75247524752476,279.0841584158416,1983.0198019801983,4083.762376237624,-23.34158415841584,,1210.7178217821786,-72.05445544554458,50674.57920792079,83989.10891089111,292074.25742574263
471,471-ER18,boothii,False,Salix,78.5,,,2.47,-26.86,2.88,44.91,18.185199707344285,1726.2623762376238,158.31683168316832,-77.12871287128714,96075.99009900993,183.68811881188117,531.7821782178219,1028.0445544554455,4930.148514851487,-23.34158415841584,,1226.9554455445548,-152.22772277227727,50471.608910891104,79016.33663366336,252190.59405940602
472,472-ER18,geyer,False,Salix,92.1,,,3.6,-27.11,3.29,45.13,15.99694100015126,1719.7506234413966,121.67082294264341,-77.70573566084788,69689.77556109725,65.4364089775561,420.22443890274315,1136.9576059850376,5441.4463840399,-68.50374064837905,,2307.6558603491267,-5.112219451371574,62413.04239401496,74464.58852867829,154184.5386533666
474,474-ER18,Lodgepole,True,Pinus,249.7,,,-2.04,-25.63,1.3,51.47,46.171961347285844,747.111111111111,147.80246913580245,-76.93827160493827,268676.54320987646,,65.80246913580245,895.9259259259259,2927.7037037037035,-134.64197530864195,,435.30864197530855,36.444444444444436,50053.40740740741,2554.1481481481487,49685.92592592592
475,475-ER18,Lodgepole,True,Pinus,241.6,,,0.01,-25.81,1.26,47.33,43.80598668568146,804.8148148148148,120.46913580246914,-76.93827160493827,386716.049382716,,55.679012345679,597.2839506172838,3186.864197530864,-140.716049382716,,2816.345679012345,-175.13580246913583,37702.79012345678,309.77777777777766,62340.246913580224
476,476-ER18,Lodgepole,True,Pinus,255.7,,,-0.59,-27.16,1.3,50.81,45.57989811648715,1291.7530864197533,88.07407407407408,-76.93827160493827,546869.1358024691,,124.5185185185185,717.753086419753,3073.481481481481,-144.76543209876542,,1621.7777777777776,99.20987654320986,41934.39506172839,750.1481481481482,89400.24691358024
477,477-ER18,Engelmann,True,Picea,365.8,,,-3.33,-26.21,0.86,44.96,60.96707490084906,249.037037037037,94.14814814814815,-64.79012345679013,221399.99999999997,,18.222222222222218,641.8271604938271,1836.3950617283951,-131.60493827160494,,1607.6049382716046,-184.24691358024688,120198.83950617284,3160.543209876543,117229.62962962964
478,478-ER18,Lodgepole,True,Pinus,197.7,,,-3.27,-26.69,1.09,46.89,50.16735941033618,777.4814814814813,15.185185185185187,-76.93827160493827,375883.95061728393,,138.69135802469128,570.9629629629628,3230.395061728395,-137.67901234567898,,3312.395061728395,-197.40740740740742,34382.29629629629,156.91358024691357,93631.85185185181
